5218791	100648768	100648752	100648717	100648634	100651469	100650220	100648582	100646153	100646722	100647416	
52550	100644566	100646153	100645359	100633200	100646087	100637151	100643328	100645310	100645485	100646722	
8936831	100649202	100649537	100651130	100650824	100647825	100646087	100650633	100649503	100652418	100645962	
1698962	100646153	100633200	100646722	100650220	100644648	100653403	100648768	100646872	100645485	100649537	
1421627	100637136	100646087	100634859	100640893	100647712	100646153	100647745	100644648	100643328	100644566	
745587	100651469	100646153	100650220	100646087	100653275	100648768	100649040	100653327	100647915	100646872	
5756927	100646087	100649537	100649202	100646722	100651469	100650220	100649040	100647915	100648768	100637151	
719605	100649202	100646087	100649537	100646153	100651469	100650824	100633200	100651212	100645962	100646680	
70413	100633200	100646087	100644648	100644566	100646153	100637136	100643277	100645485	100642763	100646722	
9106173	100645962	100651130	100649202	100651469	100646153	100650633	100649537	100651502	100650824	100651212	
5034018	100647915	100646872	100649040	100651469	100647416	100647427	100647907	100647931	100647384	100647521	
281608	100646153	100633200	100646722	100644648	100648768	100646120	100646872	100650220	100653403	100649040	
9106148	100642630	100651130	100645962	100645322	100646153	100642301	100646080	100649537	100586036	100651212	
7593272	100651469	100648582	100646153	100647416	100646722	100648235	100651344	100647915	100647931	100646872	
9901741	100651469	100651344	100651276	100651265	100651247	100651215	100651048	100650992	100650742	100650720	
9936676	100652817	100652788	100652447	100652409	100652271	100651469	100652168	100650220	100652086	100651950	
2781536	100646087	100646153	100649537	100637151	100647915	100649202	100645485	100648768	100647416	100644648	
5187705	100646087	100649537	100649202	100645962	100646120	100651469	100646722	100646680	100649503	100648598	
1369828	100645485	100646722	100648768	100645359	100646087	100644648	100645546	100645503	100650220	100647416	
7629153	100645962	100646153	100649537	100651212	100651469	100646080	100642596	100647825	100650824	100645322	
2184667	100649503	100649260	100646153	100650824	100646680	100651130	100645906	100651212	100651469	100648768	
3627088	100649202	100649537	100651502	100649503	100645962	100647243	100650633	100646153	100647228	100649064	
4575934	100648598	100648593	100648768	100649040	100649260	100649202	100648796	100649503	100646153	100649537	
4506041	100649202	100649503	100649537	100646087	100649260	100648768	100646680	100648595	100650824	100648796	
3382734	100634859	100637136	100646087	100646153	100640893	100644648	100644566	100643328	100647712	100647745	
2951241	100645962	100649202	100651502	100649537	100650824	100653785	100651130	100647243	100646712	100646463	
4976083	100649040	100648582	100646153	100651469	100648634	100646087	100649537	100650220	100647416	100649202	
52589	100643328	100646087	100645485	100645359	100645338	100646153	100644706	100645310	100643915	100645906	
7254221	100648768	100649040	100651276	100650174	100646153	100650702	100651950	100651265	100653351	100646872	
2687128	100633200	100650220	100651469	100647672	100646153	100637151	100646087	100648768	100640893	100646722	
9335706	100651469	100653403	100651880	100650220	100650702	100648768	100649040	100651344	100646153	100651809	
489765	100637136	100634859	100646087	100646153	100637175	100647712	100640893	100646722	100644648	100646812	
451490	100645962	100649202	100649537	100650633	100651469	100650824	100646087	100647243	100647825	100645335	
3448834	100649537	100646087	100651469	100647915	100646153	100646872	100650220	100648768	100649040	100650824	
3779177	100646872	100646153	100648768	100646782	100651469	100647416	100646087	100646120	100645485	100647336	
3362967	100646087	100634859	100646153	100640893	100644648	100647712	100646722	100644566	100647745	100643328	
1040669	100645933	100645485	100646087	100645864	100644648	100645359	100645546	100648768	100646483	100646872	
10903643	100646153	100646087	100651469	100633200	100637151	100650220	100648768	100653403	100649202	100649537	
2379359	100649202	100647825	100646153	100646680	100651212	100648598	100651130	100650010	100648593	100645962	
6917492	100649202	100646087	100649503	100645359	100651469	100649260	100646153	100647825	100650824	100649040	
3536829	100646087	100649503	100650824	100647825	100649260	100651130	100651469	100646153	100651212	100650633	
312793	100645962	100649202	100651130	100651502	100646712	100653785	100652179	100649537	100645448	100648598	
9121023	100650220	100651265	100651950	100650174	100651247	100650702	100653275	100649040	100646153	100651215	
3313315	100645962	100647237	100647235	100646153	100649202	100651130	100647232	100646080	100650824	100646712	
2019592	100651469	100650220	100648768	100646722	100646087	100646872	100649040	100650702	100645485	100653351	
5739389	100651344	100648768	100650174	100646153	100651950	100653327	100649040	100650702	100651276	100646872	
6016727	100646153	100648768	100646087	100651469	100649202	100646722	100650220	100645359	100647915	100645485	
12385546	100646153	100646087	100651469	100633200	100637151	100650220	100648768	100653403	100649202	100649537	
75	100637136	100634859	100646087	100637175	100646153	100647712	100647745	100646722	100647672	100644648	
5287603	100649537	100649503	100648598	100646087	100650824	100651130	100647825	100646680	100649064	100646153	
3466412	100651469	100650220	100646153	100648768	100646722	100646872	100653403	100649040	100647915	100650702	
1144050	100645906	100644648	100646153	100645338	100645485	100644566	100637151	100642620	100645495	100645828	
590567	100637136	100646087	100640893	100647712	100644648	100643328	100647745	100644566	100646153	100647672	
87958	100633200	100637151	100646087	100646153	100644648	100644566	100647712	100646722	100645485	100647745	
5065464	100648768	100651469	100646153	100648830	100650220	100648752	100646722	100648717	100648634	100646872	
2951230	100649537	100649202	100646153	100649040	100648768	100650220	100651469	100646087	100648598	100645962	
1092272	100645962	100646153	100651130	100649202	100642596	100649537	100646087	100642630	100645335	100586036	
8204123	100651215	100651048	100650220	100650992	100650742	100650720	100650696	100650174	100650677	100650617	
