5218791	1
52550	2
8936831	3
1698962	4
1421627	5
745587	6
5756927	7
719605	8
70413	9
9106173	10
5034018	11
281608	12
9106148	13
7593272	14
9901741	15
9936676	16
2781536	17
5187705	18
1369828	19
7629153	20
2184667	21
3627088	22
4575934	23
4506041	24
3382734	25
2951241	26
4976083	27
52589	28
7254221	29
2687128	30
9335706	31
489765	32
451490	33
3448834	34
3779177	35
3362967	36
1040669	37
10903643	38
2379359	39
6917492	40
3536829	41
312793	42
9121023	43
3313315	44
2019592	45
5739389	46
6016727	47
12385546	48
75	49
5287603	50
3466412	51
1144050	52
590567	53
87958	54
5065464	55
2951230	56
1092272	57
8204123	58
1759680	59
225680	60
3779085	61
9993795	62
4545345	63
4530105	64
2342628	65
111	66
1390800	67
1126408	68
2687192	69
35311	70
4245808	71
3883373	72
1867450	73
6137081	74
4474979	75
719491	76
7384216	77
546056	78
3822182	79
1215591	80
2766131	81
1744347	82
6152398	83
4988395	84
1390649	85
11979364	86
264260	87
8531610	88
3857167	89
5144370	90
3092211	91
2800788	92
260327	93
334705	94
4897428	95
5479234	96
11699786	97
1620977	98
10659111	99
563346	100
546257	101
3806840	102
5426316	103
4575807	104
4505894	105
2704585	106
1321736	107
8219518	108
35124	109
9901683	110
1143918	111
5902354	112
9917104	113
6856433	114
2704561	115
3699926	116
4459547	117
2548052	118
195	119
5018669	120
4862820	121
11964131	122
11390461	123
8577937	124
6076253	125
7783967	126
3627165	127
5586001	128
1285903	129
5725845	130
7101261	131
979655	132
1179077	133
7101267	134
8295292	135
4505959	136
7593435	137
2201714	138
12793873	139
1196218	140
5842124	141
8295046	142
7384558	143
1285858	144
4975863	145
451226	146
52303	147
4941135	148
1561283	149
4923784	150
2704718	151
7116759	152
745798	153
669312	154
435816	155
35004	156
10729379	157
3557972	158
1786428	159
11016861	160
1603385	161
964557	162
7073491	163
9687564	164
3347783	165
2704674	166
1620483	167
10457047	168
1338919	169
5409204	170
9231736	171
4923876	172
7736055	173
10659009	174
10007071	175
6166851	176
9657325	177
7613683	178
3363301	179
3779356	180
1109864	181
625277	182
1391048	183
9917195	184
5409175	185
4897607	186
625227	187
2800963	188
5937187	189
2890252	190
8000445	191
3030027	192
334516	193
295105	194
4039445	195
1724807	196
4576000	197
2781414	198
9994118	199
1215868	200
451078	201
625314	202
1681887	203
3717336	204
4941297	205
4025921	206
563647	207
1421488	208
2704889	209
11784354	210
7659901	211
3506171	212
2878077	213
9901885	214
3734548	215
2166912	216
1144092	217
312353	218
9571544	219
9106246	220
3313502	221
4178421	222
10903977	223
451135	224
4862481	225
17771	226
12846457	227
5920183	228
4915029	229
9917396	230
3867769	231
745948	232
7073312	233
1144188	234
3506084	235
5902593	236
520518	237
4334554	238
545983	239
210119	240
435868	241
175687	242
3536442	243
1771033	244
4071366	245
5841939	246
1709341	247
7085714	248
4897733	249
7784200	250
7073284	251
4039541	252
8204029	253
12824949	254
7593180	255
7729672	256
11065109	257
10698477	258
5937330	259
7271878	260
1561104	261
520886	262
3735478	263
1162176	264
1699504	265
490294	266
3778677	267
35744	268
10437098	269
2034988	270
10086066	271
9901200	272
1351699	273
1010314	274
450980	275
435559	276
2982864	277
8219127	278
5004178	279
8491186	280
7593745	281
1491658	282
11417429	283
190837	284
2065595	285
1929205	286
624908	287
2660360	288
1091814	289
3588336	290
10456207	291
8508492	292
1179433	293
1196961	294
8294797	295
1491705	296
3995462	297
4056133	298
5252466	299
6327699	300
3612320	301
2677999	302
3821568	303
5738796	304
5795855	305
1408541	306
3883899	307
8408745	308
1041216	309
9465289	310
4246304	311
11699330	312
13001854	313
9951646	314
520948	315
3856888	316
4056106	317
9951634	318
7100868	319
3978209	320
5095750	321
1369237	322
4615294	323
11452034	324
1231452	325
3383192	326
7073167	327
5019295	328
2766795	329
7913262	330
1897777	331
5205725	332
642442	333
2877882	334
11095615	335
5049384	336
12686541	337
1025958	338
5049379	339
10068501	340
684337	341
2626046	342
7147044	343
5831130	344
4862454	345
7644787	346
11390839	347
1820872	348
2907643	349
3964570	350
703591	351
5725230	352
6933417	353
933182	354
7073186	355
5877260	356
9075162	357
10675176	358
1265677	359
9275715	360
9901081	361
435702	362
2660496	363
10436980	364
1109151	365
2687497	366
5998817	367
155767	368
2722703	369
995035	370
1647458	371
885087	372
2890201	373
8263859	374
3061333	375
5738936	376
563898	377
3700376	378
11684131	379
104451	380
1074470	381
5174436	382
1786267	383
3466872	384
4988909	385
3418936	386
7644863	387
2660525	388
2378885	389
746209	390
8531102	391
948542	392
1959641	393
1025910	394
10024203	395
948532	396
3312766	397
8546351	398
963599	399
1545688	400
2341988	401
1161992	402
1338772	403
607381	404
2322731	405
2322728	406
854154	407
364709	408
4835598	409
3398615	410
11064325	411
5443742	412
8998025	413
781070	414
1805487	415
1585189	416
6307891	417
3449585	418
5831007	419
2766709	420
5981651	421
3841427	422
719	423
11390950	424
435600	425
9951521	426
1196916	427
2020251	428
4914212	429
4896997	430
1285436	431
8218908	432
9901167	433
5049535	434
4230993	435
3536169	436
9478205	437
3258578	438
9976302	439
52853	440
7072969	441
2781769	442
7698760	443
10100709	444
5049688	445
642249	446
3947316	447
3467207	448
9935875	449
765469	450
995142	451
382396	452
334078	453
3189697	454
9011228	455
260970	456
4879451	457
1439455	458
3918776	459
87268	460
2678227	461
5830842	462
2722330	463
3717752	464
6060516	465
10993010	466
11417213	467
964087	468
3241402	469
8311896	470
7614137	471
245644	472
10456461	473
18370	474
11909176	475
1545278	476
7116258	477
9416421	478
1181286	479
3700578	480
1821161	481
7593564	482
10456570	483
11467614	484
854295	485
1321153	486
590284	487
9136908	488
7735501	489
9275525	490
4178723	491
5738583	492
1127171	493
490103	494
1445599	495
3700601	496
2660700	497
9901524	498
4774821	499
9993547	500
3796423	501
7593592	502
3518569	503
624739	504
884920	505
122129	506
3223869	507
9916728	508
4615507	509
12134559	510
7783856	511
4529307	512
932901	513
1179235	514
12701964	515
6106689	516
964015	517
3683227	518
1545336	519
9105854	520
6602964	521
5796186	522
9105849	523
1092014	524
9495911	525
10471684	526
9671768	527
8203443	528
1127389	529
104766	530
1439302	531
2827532	532
7349970	533
1897723	534
607685	535
8356660	536
10629033	537
8421924	538
3557592	539
2149608	540
2722463	541
1010440	542
2643161	543
930	544
4544697	545
5815540	546
474700	547
5857934	548
948280	549
1285234	550
435407	551
7302461	552
3398322	553
9292979	554
979381	555
11338740	556
12966174	557
9656622	558
13036560	559
7593640	560
8234252	561
5531896	562
4628650	563
642062	564
9671706	565
1321029	566
12394745	567
1010525	568
3505539	569
793245	570
12862435	571
3328455	572
2660828	573
4529208	574
5302723	575
3717812	576
5738707	577
312956	578
7223992	579
474633	580
985	581
6122004	582
1231857	583
5516385	584
9671741	585
4560260	586
9334911	587
3977816	588
450630	589
69840	590
3241328	591
4924266	592
1422057	593
87052	594
3348384	595
933036	596
8203463	597
1911489	598
810596	599
5963804	600
18179	601
9641378	602
11432558	603
6764564	604
546485	605
9918006	606
5286570	607
3312289	608
7145510	609
2518111	610
335770	611
12986012	612
2500754	613
2677429	614
3312300	615
2817212	616
8203083	617
5724714	618
10178381	619
3559213	620
1179959	621
1637316	622
6378903	623
5815046	624
5903497	625
9292663	626
11737138	627
1422674	628
606744	629
993294	630
381680	631
3559195	632
781717	633
3541980	634
2826963	635
7176579	636
579739	637
265403	638
2003429	639
5425224	640
2738582	641
1942765	642
2306935	643
9935685	644
1760738	645
4529059	646
993306	647
5858666	648
10191399	649
86960	650
1041749	651
1177942	652
1137	653
1927620	654
11354287	655
473564	656
993389	657
2782591	658
1770458	659
9319278	660
5740337	661
9900706	662
7577078	663
157397	664
4863904	665
71451	666
993406	667
963319	668
1407080	669
6413416	670
4299434	671
545113	672
9028565	673
980495	674
1621883	675
2642781	676
2114287	677
8062448	678
7348545	679
1461583	680
993368	681
1058649	682
5158620	683
11064006	684
1989881	685
3329566	686
1927679	687
1162708	688
192377	689
9076660	690
1162532	691
2782655	692
2765181	693
3572471	694
3610738	695
8326603	696
9319332	697
3718555	698
2907007	699
2817069	700
473345	701
3718541	702
2307055	703
452465	704
626640	705
993414	706
3329742	707
8647842	708
1514076	709
9495237	710
5724826	711
4913680	712
296370	713
9900622	714
6517567	715
16434	716
2998749	717
4599328	718
5903399	719
1284887	720
1058717	721
3698927	722
490984	723
9935808	724
3450040	725
2064896	726
4879355	727
591421	728
11389356	729
4100872	730
8233498	731
1545122	732
3962968	733
7660649	734
3718601	735
2662059	736
7176561	737
2765090	738
121560	739
11928353	740
4506941	741
11078686	742
3155393	743
8203176	744
192494	745
8233514	746
3780342	747
1622004	748
8203183	749
8311780	750
3659095	751
4774994	752
2432375	753
11997202	754
8530606	755
2289125	756
7286476	757
9977454	758
10489534	759
8220531	760
950044	761
86905	762
5755721	763
1108638	764
350785	765
3840514	766
9059049	767
4264537	768
295937	769
950015	770
2662246	771
3590052	772
9242423	773
781480	774
2968061	775
1127721	776
1602397	777
1357	778
9918256	779
8825364	780
7193710	781
2782266	782
7683067	783
10657988	784
2827204	785
1127707	786
4506852	787
2765003	788
763983	789
1393	790
746761	791
2703645	792
366388	793
4959316	794
5893627	795
11576716	796
10038458	797
280959	798
11064217	799
7072415	800
949956	801
6292324	802
10456042	803
1162374	804
1698190	805
2764964	806
1214966	807
4194588	808
1562348	809
3658990	810
5938246	811
1337960	812
4528844	813
11768054	814
1636999	815
10069332	816
1162476	817
6881721	818
1637023	819
4458960	820
12104792	821
6183418	822
381857	823
1461321	824
3760680	825
2906773	826
350753	827
1942974	828
12396080	829
157689	830
2782283	831
11926209	832
8648041	833
8265513	834
521658	835
473343	836
5938298	837
1011075	838
6062062	839
4785041	840
1267593	841
434801	842
2738385	843
2133591	844
9952811	845
746921	846
51346	847
2891444	848
9900900	849
5725098	850
2800097	851
2738218	852
3840645	853
8392141	854
8935613	855
9882940	856
1093409	857
8392137	858
2082689	859
121732	860
4863606	861
473115	862
5725058	863
1698144	864
9495518	865
296109	866
473124	867
1024018	868
86586	869
2738187	870
5814958	871
1179797	872
434863	873
2782340	874
1162241	875
591699	876
5079567	877
281087	878
8392169	879
4863577	880
121767	881
3589914	882
3541598	883
2677529	884
16680	885
2800085	886
1461407	887
13036144	888
9028118	889
3346939	890
10904972	891
311310	892
1179893	893
2341653	894
504271	895
8158544	896
10922178	897
781412	898
5639218	899
949796	900
980902	901
2677622	902
2082759	903
2114373	904
9464366	905
9918463	906
4940277	907
980910	908
2254146	909
1851269	910
5740164	911
3884200	912
8772396	913
1073688	914
4194749	915
3760813	916
5841000	917
1492300	918
1368903	919
1682920	920
3381333	921
504304	922
490675	923
668185	924
2570868	925
311357	926
3329924	927
11064144	928
3312452	929
4898704	930
4528759	931
901762	932
10535203	933
993802	934
9935185	935
52012	936
139363	937
6727484	938
8202603	939
8233198	940
11063453	941
7194451	942
7613382	943
2588014	944
2358329	945
11962446	946
1011411	947
2800205	948
52022	949
2723711	950
5796957	951
8220033	952
3795166	953
4897905	954
4836796	955
12430539	956
8189698	957
3840284	958
4055054	959
8189711	960
3963529	961
7084333	962
6517129	963
3734487	964
3275134	965
3329141	966
1626	967
434442	968
9012576	969
2843685	970
6074832	971
17055	972
4878633	973
4385049	974
1284538	975
9494654	976
7101944	977
668138	978
2878934	979
4863381	980
244385	981
1368274	982
2783065	983
8250476	984
52069	985
5859120	986
7682201	987
4117860	988
10922851	989
2952785	990
3541387	991
5079509	992
6934473	993
12685489	994
5018327	995
729730	996
261758	997
1092820	998
8702886	999
9292054	1000
764724	1001
4528599	1002
5841883	1003
4490069	1004
1163233	1005
8311108	1006
8250446	1007
2936873	1008
5980447	1009
8189778	1010
1337702	1011
4576384	1012
1423140	1013
8220115	1014
7730656	1015
5893764	1016
1648576	1017
2003861	1018
4055132	1019
8202523	1020
9935321	1021
1804472	1022
4476666	1023
3795057	1024
8476969	1025
11477134	1026
312191	1027
1865760	1028
296886	1029
174460	1030
2549604	1031
9900107	1032
1761135	1033
71158	1034
491490	1035
10007979	1036
3311643	1037
8202748	1038
6275262	1039
9241757	1040
3902117	1041
4715093	1042
9952571	1043
5859286	1044
901608	1045
606385	1046
8202689	1047
9027895	1048
7852859	1049
2739002	1050
8264908	1051
993970	1052
3805198	1053
16915	1054
10455132	1055
980209	1056
1726148	1057
1865746	1058
1011320	1059
1232627	1060
8264927	1061
11927906	1062
86369	1063
7132298	1064
12795810	1065
8392358	1066
7225292	1067
3435479	1068
6604081	1069
5173390	1070
11339469	1071
3902188	1072
1163090	1073
244286	1074
7072074	1075
4784135	1076
4281713	1077
9708800	1078
2676815	1079
8220020	1080
6275320	1081
2891216	1082
590861	1083
1073435	1084
6604071	1085
7699648	1086
3571853	1087
4247495	1088
530225	1089
8280143	1090
2723769	1091
3364385	1092
5533175	1093
9027959	1094
729647	1095
580199	1096
13020622	1097
265805	1098
12430353	1099
1636610	1100
530211	1101
3347194	1102
521731	1103
3794955	1104
3224827	1105
994044	1106
9494704	1107
191540	1108
504620	1109
36604	1110
2661711	1111
1057808	1112
8423160	1113
9012303	1114
3628807	1115
17321	1116
1601913	1117
11063697	1118
6551842	1119
1368470	1120
4913556	1121
5797243	1122
2254752	1123
7894903	1124
4507388	1125
12685802	1126
641169	1127
504628	1128
473780	1129
2148391	1130
1180210	1131
2906360	1132
3867272	1133
11945000	1134
2817962	1135
3779842	1136
3206005	1137
8189445	1138
4212621	1139
11927799	1140
1943493	1141
1180193	1142
2906345	1143
1586579	1144
2661744	1145
1024679	1146
3760211	1147
4455177	1148
11327773	1149
262004	1150
2826631	1151
1143704	1152
8219902	1153
157179	1154
11945038	1155
565022	1156
4507316	1157
1786929	1158
2479029	1159
9120662	1160
980227	1161
473844	1162
2983665	1163
2661677	1164
5004982	1165
4913633	1166
8702602	1167
4925353	1168
522118	1169
1337454	1170
3450677	1171
545403	1172
7256043	1173
9089340	1174
3312103	1175
1093097	1176
9027828	1177
5904336	1178
3795348	1179
685182	1180
8250810	1181
5980396	1182
1561603	1183
9318552	1184
11354975	1185
2043	1186
7084179	1187
10504501	1188
4009198	1189
1178310	1190
1444438	1191
3060486	1192
1162752	1193
9380738	1194
545433	1195
1197633	1196
3744773	1197
4614593	1198
2601346	1199
17175	1200
1042164	1201
9935072	1202
9398130	1203
1822016	1204
8250772	1205
86040	1206
591211	1207
2953137	1208
3867162	1209
105798	1210
11698469	1211
3558583	1212
606647	1213
10455375	1214
1648147	1215
2817845	1216
7115042	1217
855456	1218
2033870	1219
1073261	1220
2723459	1221
3534921	1222
4264127	1223
7644035	1224
296676	1225
8202416	1226
10437747	1227
4863004	1228
522033	1229
3857471	1230
8280431	1231
2723480	1232
6074407	1233
1180358	1234
5754978	1235
9952364	1236
